trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	change	change_loc	trial_nr	block
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	50	1
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	51	1
11	0.5	5	1	-	9	5	0.9	0	0	52	1
60	0.5	5	1	+	9	5	0.3	0	0	53	1
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	54	1
62	0.5	5	1	+	9	5	0.75	0	0	55	1
48	0.5	5	1	-	9	5	0.3	0	0	56	1
30	0.5	5	1	+	9	5	0.3	0	0	57	1
52	0.5	5	1	+	9	5	0.9	1	-4	58	1
32	0.5	5	1	+	9	5	0.6	0	0	59	1
59	0.5	5	1	+	9	5	0.75	0	0	60	1
64	0.5	5	1	+	9	5	0.75	0	0	61	1
24	0.5	5	1	+	9	5	0.75	1	-8	62	1
61	0.5	5	1	+	9	5	0.75	0	0	63	1
4	0.5	5	1	-	9	5	0.9	1	-4	64	1
45	0.5	5	1	-	9	5	0.75	0	0	1	2
31	0.5	5	1	+	9	5	0.6	0	0	2	2
6	0.5	5	1	-	9	5	0.75	1	-6	3	2
4	0.5	5	1	-	9	5	0.9	1	-4	4	2
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	5	2
24	0.5	5	1	+	9	5	0.75	1	-8	6	2
41	0.5	5	1	-	9	5	0.75	0	0	7	2
35	0.5	5	1	-	9	5	0.3	1	-3	8	2
64	0.5	5	1	+	9	5	0.75	0	0	9	2
8	0.5	5	1	-	9	5	0.6	1	-8	10	2
11	0.5	5	1	-	9	5	0.9	0	0	11	2
5	0.5	5	1	-	9	5	0.75	1	-5	12	2
25	0.5	5	1	+	9	5	0.3	0	0	13	2
30	0.5	5	1	+	9	5	0.3	0	0	14	2
1	0.5	5	1	-	9	5	0.9	1	-1	15	2
40	0.5	5	1	-	9	5	0.75	1	-8	16	2
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	17	2
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	18	2
37	0.5	5	1	-	9	5	0.3	1	-5	19	2
20	0.5	5	1	+	9	5	0.75	1	-4	20	2
17	0.5	5	1	+	9	5	0.3	1	-1	21	2
44	0.5	5	1	-	9	5	0.9	0	0	22	2
62	0.5	5	1	+	9	5	0.75	0	0	23	2
18	0.5	5	1	+	9	5	0.9	1	-2	24	2
63	0.5	5	1	+	9	5	0.75	0	0	25	2
48	0.5	5	1	-	9	5	0.3	0	0	26	2
51	0.5	5	1	+	9	5	0.75	1	-3	27	2
34	0.5	5	1	-	9	5	0.75	1	-2	28	2
50	0.5	5	1	+	9	5	0.9	1	-2	29	2
33	0.5	5	1	-	9	5	0.75	1	-1	30	2
16	0.5	5	1	-	9	5	0.75	0	0	31	2
52	0.5	5	1	+	9	5	0.9	1	-4	32	2
2	0.5	5	1	-	9	5	0.75	1	-2	33	2
36	0.5	5	1	-	9	5	0.3	1	-4	34	2
9	0.5	5	1	-	9	5	0.6	0	0	35	2
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	36	2
32	0.5	5	1	+	9	5	0.6	0	0	37	2
59	0.5	5	1	+	9	5	0.75	0	0	38	2
47	0.5	5	1	-	9	5	0.6	0	0	39	2
58	0.5	5	1	+	9	5	0.9	0	0	40	2
29	0.5	5	1	+	9	5	0.3	0	0	41	2
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	42	2
10	0.5	5	1	-	9	5	0.3	0	0	43	2
22	0.5	5	1	+	9	5	0.3	1	-6	44	2
23	0.5	5	1	+	9	5	0.9	1	-7	45	2
38	0.5	5	1	-	9	5	0.75	1	-6	46	2
60	0.5	5	1	+	9	5	0.3	0	0	47	2
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	48	2
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	49	2
55	0.5	5	1	+	9	5	0.3	1	-7	50	2
7	0.5	5	1	-	9	5	0.9	1	-7	51	2
61	0.5	5	1	+	9	5	0.75	0	0	52	2
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	53	2
21	0.5	5	1	+	9	5	0.75	1	-5	54	2
56	0.5	5	1	+	9	5	0.75	1	-8	55	2
42	0.5	5	1	-	9	5	0.9	0	0	56	2
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	57	2
12	0.5	5	1	-	9	5	0.9	0	0	58	2
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	59	2
49	0.5	5	1	+	9	5	0.9	1	-1	60	2
26	0.5	5	1	+	9	5	0.9	0	0	61	2
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	62	2
54	0.5	5	1	+	9	5	0.6	1	-6	63	2
19	0.5	5	1	+	9	5	0.6	1	-3	64	2
55	0.5	5	1	+	9	5	0.3	1	-7	1	3
62	0.5	5	1	+	9	5	0.75	0	0	2	3
54	0.5	5	1	+	9	5	0.6	1	-6	3	3
21	0.5	5	1	+	9	5	0.75	1	-5	4	3
58	0.5	5	1	+	9	5	0.9	0	0	5	3
61	0.5	5	1	+	9	5	0.75	0	0	6	3
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	7	3
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	8	3
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	9	3
48	0.5	5	1	-	9	5	0.3	0	0	10	3
29	0.5	5	1	+	9	5	0.3	0	0	11	3
44	0.5	5	1	-	9	5	0.9	0	0	12	3
37	0.5	5	1	-	9	5	0.3	1	-5	13	3
8	0.5	5	1	-	9	5	0.6	1	-8	14	3
50	0.5	5	1	+	9	5	0.9	1	-2	15	3
7	0.5	5	1	-	9	5	0.9	1	-7	16	3
60	0.5	5	1	+	9	5	0.3	0	0	17	3
59	0.5	5	1	+	9	5	0.75	0	0	18	3
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	19	3
47	0.5	5	1	-	9	5	0.6	0	0	20	3
52	0.5	5	1	+	9	5	0.9	1	-4	21	3
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	22	3
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	23	3
33	0.5	5	1	-	9	5	0.75	1	-1	24	3
19	0.5	5	1	+	9	5	0.6	1	-3	25	3
31	0.5	5	1	+	9	5	0.6	0	0	26	3
25	0.5	5	1	+	9	5	0.3	0	0	27	3
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	28	3
49	0.5	5	1	+	9	5	0.9	1	-1	29	3
35	0.5	5	1	-	9	5	0.3	1	-3	30	3
32	0.5	5	1	+	9	5	0.6	0	0	31	3
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	32	3
36	0.5	5	1	-	9	5	0.3	1	-4	33	3
64	0.5	5	1	+	9	5	0.75	0	0	34	3
40	0.5	5	1	-	9	5	0.75	1	-8	35	3
5	0.5	5	1	-	9	5	0.75	1	-5	36	3
2	0.5	5	1	-	9	5	0.75	1	-2	37	3
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	38	3
63	0.5	5	1	+	9	5	0.75	0	0	39	3
51	0.5	5	1	+	9	5	0.75	1	-3	40	3
4	0.5	5	1	-	9	5	0.9	1	-4	41	3
30	0.5	5	1	+	9	5	0.3	0	0	42	3
1	0.5	5	1	-	9	5	0.9	1	-1	43	3
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	44	3
42	0.5	5	1	-	9	5	0.9	0	0	45	3
12	0.5	5	1	-	9	5	0.9	0	0	46	3
6	0.5	5	1	-	9	5	0.75	1	-6	47	3
9	0.5	5	1	-	9	5	0.6	0	0	48	3
20	0.5	5	1	+	9	5	0.75	1	-4	49	3
45	0.5	5	1	-	9	5	0.75	0	0	50	3
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	51	3
38	0.5	5	1	-	9	5	0.75	1	-6	52	3
26	0.5	5	1	+	9	5	0.9	0	0	53	3
18	0.5	5	1	+	9	5	0.9	1	-2	54	3
17	0.5	5	1	+	9	5	0.3	1	-1	55	3
34	0.5	5	1	-	9	5	0.75	1	-2	56	3
24	0.5	5	1	+	9	5	0.75	1	-8	57	3
11	0.5	5	1	-	9	5	0.9	0	0	58	3
23	0.5	5	1	+	9	5	0.9	1	-7	59	3
10	0.5	5	1	-	9	5	0.3	0	0	60	3
41	0.5	5	1	-	9	5	0.75	0	0	61	3
22	0.5	5	1	+	9	5	0.3	1	-6	62	3
56	0.5	5	1	+	9	5	0.75	1	-8	63	3
16	0.5	5	1	-	9	5	0.75	0	0	64	3
38	0.5	5	1	-	9	5	0.75	1	-6	1	4
26	0.5	5	1	+	9	5	0.9	0	0	2	4
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	3	4
52	0.5	5	1	+	9	5	0.9	1	-4	4	4
49	0.5	5	1	+	9	5	0.9	1	-1	5	4
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	6	4
37	0.5	5	1	-	9	5	0.3	1	-5	7	4
23	0.5	5	1	+	9	5	0.9	1	-7	8	4
6	0.5	5	1	-	9	5	0.75	1	-6	9	4
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	10	4
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	11	4
30	0.5	5	1	+	9	5	0.3	0	0	12	4
9	0.5	5	1	-	9	5	0.6	0	0	13	4
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	14	4
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	15	4
48	0.5	5	1	-	9	5	0.3	0	0	16	4
51	0.5	5	1	+	9	5	0.75	1	-3	17	4
5	0.5	5	1	-	9	5	0.75	1	-5	18	4
40	0.5	5	1	-	9	5	0.75	1	-8	19	4
44	0.5	5	1	-	9	5	0.9	0	0	20	4
29	0.5	5	1	+	9	5	0.3	0	0	21	4
22	0.5	5	1	+	9	5	0.3	1	-6	22	4
21	0.5	5	1	+	9	5	0.75	1	-5	23	4
63	0.5	5	1	+	9	5	0.75	0	0	24	4
45	0.5	5	1	-	9	5	0.75	0	0	25	4
58	0.5	5	1	+	9	5	0.9	0	0	26	4
35	0.5	5	1	-	9	5	0.3	1	-3	27	4
50	0.5	5	1	+	9	5	0.9	1	-2	28	4
61	0.5	5	1	+	9	5	0.75	0	0	29	4
55	0.5	5	1	+	9	5	0.3	1	-7	30	4
7	0.5	5	1	-	9	5	0.9	1	-7	31	4
4	0.5	5	1	-	9	5	0.9	1	-4	32	4
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	33	4
8	0.5	5	1	-	9	5	0.6	1	-8	34	4
59	0.5	5	1	+	9	5	0.75	0	0	35	4
11	0.5	5	1	-	9	5	0.9	0	0	36	4
41	0.5	5	1	-	9	5	0.75	0	0	37	4
62	0.5	5	1	+	9	5	0.75	0	0	38	4
24	0.5	5	1	+	9	5	0.75	1	-8	39	4
54	0.5	5	1	+	9	5	0.6	1	-6	40	4
2	0.5	5	1	-	9	5	0.75	1	-2	41	4
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	42	4
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	43	4
19	0.5	5	1	+	9	5	0.6	1	-3	44	4
33	0.5	5	1	-	9	5	0.75	1	-1	45	4
12	0.5	5	1	-	9	5	0.9	0	0	46	4
60	0.5	5	1	+	9	5	0.3	0	0	47	4
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	48	4
25	0.5	5	1	+	9	5	0.3	0	0	49	4
16	0.5	5	1	-	9	5	0.75	0	0	50	4
18	0.5	5	1	+	9	5	0.9	1	-2	51	4
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	52	4
10	0.5	5	1	-	9	5	0.3	0	0	53	4
31	0.5	5	1	+	9	5	0.6	0	0	54	4
34	0.5	5	1	-	9	5	0.75	1	-2	55	4
17	0.5	5	1	+	9	5	0.3	1	-1	56	4
20	0.5	5	1	+	9	5	0.75	1	-4	57	4
56	0.5	5	1	+	9	5	0.75	1	-8	58	4
47	0.5	5	1	-	9	5	0.6	0	0	59	4
42	0.5	5	1	-	9	5	0.9	0	0	60	4
36	0.5	5	1	-	9	5	0.3	1	-4	61	4
64	0.5	5	1	+	9	5	0.75	0	0	62	4
32	0.5	5	1	+	9	5	0.6	0	0	63	4
1	0.5	5	1	-	9	5	0.9	1	-1	64	4
41	0.5	5	1	-	9	5	0.75	0	0	1	5
29	0.5	5	1	+	9	5	0.3	0	0	2	5
2	0.5	5	1	-	9	5	0.75	1	-2	3	5
34	0.5	5	1	-	9	5	0.75	1	-2	4	5
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	5	5
60	0.5	5	1	+	9	5	0.3	0	0	6	5
54	0.5	5	1	+	9	5	0.6	1	-6	7	5
32	0.5	5	1	+	9	5	0.6	0	0	8	5
31	0.5	5	1	+	9	5	0.6	0	0	9	5
58	0.5	5	1	+	9	5	0.9	0	0	10	5
22	0.5	5	1	+	9	5	0.3	1	-6	11	5
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	12	5
52	0.5	5	1	+	9	5	0.9	1	-4	13	5
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	14	5
49	0.5	5	1	+	9	5	0.9	1	-1	15	5
8	0.5	5	1	-	9	5	0.6	1	-8	16	5
18	0.5	5	1	+	9	5	0.9	1	-2	17	5
40	0.5	5	1	-	9	5	0.75	1	-8	18	5
48	0.5	5	1	-	9	5	0.3	0	0	19	5
33	0.5	5	1	-	9	5	0.75	1	-1	20	5
11	0.5	5	1	-	9	5	0.9	0	0	21	5
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	22	5
16	0.5	5	1	-	9	5	0.75	0	0	23	5
44	0.5	5	1	-	9	5	0.9	0	0	24	5
6	0.5	5	1	-	9	5	0.75	1	-6	25	5
55	0.5	5	1	+	9	5	0.3	1	-7	26	5
21	0.5	5	1	+	9	5	0.75	1	-5	27	5
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	28	5
9	0.5	5	1	-	9	5	0.6	0	0	29	5
42	0.5	5	1	-	9	5	0.9	0	0	30	5
63	0.5	5	1	+	9	5	0.75	0	0	31	5
10	0.5	5	1	-	9	5	0.3	0	0	32	5
24	0.5	5	1	+	9	5	0.75	1	-8	33	5
17	0.5	5	1	+	9	5	0.3	1	-1	34	5
30	0.5	5	1	+	9	5	0.3	0	0	35	5
25	0.5	5	1	+	9	5	0.3	0	0	36	5
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	37	5
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	38	5
47	0.5	5	1	-	9	5	0.6	0	0	39	5
1	0.5	5	1	-	9	5	0.9	1	-1	40	5
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	41	5
59	0.5	5	1	+	9	5	0.75	0	0	42	5
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	43	5
61	0.5	5	1	+	9	5	0.75	0	0	44	5
4	0.5	5	1	-	9	5	0.9	1	-4	45	5
37	0.5	5	1	-	9	5	0.3	1	-5	46	5
12	0.5	5	1	-	9	5	0.9	0	0	47	5
64	0.5	5	1	+	9	5	0.75	0	0	48	5
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	49	5
38	0.5	5	1	-	9	5	0.75	1	-6	50	5
20	0.5	5	1	+	9	5	0.75	1	-4	51	5
5	0.5	5	1	-	9	5	0.75	1	-5	52	5
26	0.5	5	1	+	9	5	0.9	0	0	53	5
62	0.5	5	1	+	9	5	0.75	0	0	54	5
50	0.5	5	1	+	9	5	0.9	1	-2	55	5
45	0.5	5	1	-	9	5	0.75	0	0	56	5
19	0.5	5	1	+	9	5	0.6	1	-3	57	5
23	0.5	5	1	+	9	5	0.9	1	-7	58	5
56	0.5	5	1	+	9	5	0.75	1	-8	59	5
7	0.5	5	1	-	9	5	0.9	1	-7	60	5
35	0.5	5	1	-	9	5	0.3	1	-3	61	5
36	0.5	5	1	-	9	5	0.3	1	-4	62	5
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	63	5
51	0.5	5	1	+	9	5	0.75	1	-3	64	5
64	0.5	5	1	+	9	5	0.75	0	0	1	6
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	2	6
52	0.5	5	1	+	9	5	0.9	1	-4	3	6
33	0.5	5	1	-	9	5	0.75	1	-1	4	6
38	0.5	5	1	-	9	5	0.75	1	-6	5	6
9	0.5	5	1	-	9	5	0.6	0	0	6	6
45	0.5	5	1	-	9	5	0.75	0	0	7	6
42	0.5	5	1	-	9	5	0.9	0	0	8	6
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	9	6
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	10	6
35	0.5	5	1	-	9	5	0.3	1	-3	11	6
58	0.5	5	1	+	9	5	0.9	0	0	12	6
63	0.5	5	1	+	9	5	0.75	0	0	13	6
20	0.5	5	1	+	9	5	0.75	1	-4	14	6
17	0.5	5	1	+	9	5	0.3	1	-1	15	6
16	0.5	5	1	-	9	5	0.75	0	0	16	6
48	0.5	5	1	-	9	5	0.3	0	0	17	6
29	0.5	5	1	+	9	5	0.3	0	0	18	6
23	0.5	5	1	+	9	5	0.9	1	-7	19	6
10	0.5	5	1	-	9	5	0.3	0	0	20	6
54	0.5	5	1	+	9	5	0.6	1	-6	21	6
47	0.5	5	1	-	9	5	0.6	0	0	22	6
18	0.5	5	1	+	9	5	0.9	1	-2	23	6
31	0.5	5	1	+	9	5	0.6	0	0	24	6
50	0.5	5	1	+	9	5	0.9	1	-2	25	6
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	26	6
59	0.5	5	1	+	9	5	0.75	0	0	27	6
51	0.5	5	1	+	9	5	0.75	1	-3	28	6
41	0.5	5	1	-	9	5	0.75	0	0	29	6
11	0.5	5	1	-	9	5	0.9	0	0	30	6
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	31	6
5	0.5	5	1	-	9	5	0.75	1	-5	32	6
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	33	6
1	0.5	5	1	-	9	5	0.9	1	-1	34	6
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	35	6
30	0.5	5	1	+	9	5	0.3	0	0	36	6
24	0.5	5	1	+	9	5	0.75	1	-8	37	6
32	0.5	5	1	+	9	5	0.6	0	0	38	6
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	39	6
7	0.5	5	1	-	9	5	0.9	1	-7	40	6
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	41	6
56	0.5	5	1	+	9	5	0.75	1	-8	42	6
34	0.5	5	1	-	9	5	0.75	1	-2	43	6
60	0.5	5	1	+	9	5	0.3	0	0	44	6
49	0.5	5	1	+	9	5	0.9	1	-1	45	6
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	46	6
40	0.5	5	1	-	9	5	0.75	1	-8	47	6
22	0.5	5	1	+	9	5	0.3	1	-6	48	6
36	0.5	5	1	-	9	5	0.3	1	-4	49	6
55	0.5	5	1	+	9	5	0.3	1	-7	50	6
62	0.5	5	1	+	9	5	0.75	0	0	51	6
19	0.5	5	1	+	9	5	0.6	1	-3	52	6
44	0.5	5	1	-	9	5	0.9	0	0	53	6
12	0.5	5	1	-	9	5	0.9	0	0	54	6
21	0.5	5	1	+	9	5	0.75	1	-5	55	6
6	0.5	5	1	-	9	5	0.75	1	-6	56	6
61	0.5	5	1	+	9	5	0.75	0	0	57	6
25	0.5	5	1	+	9	5	0.3	0	0	58	6
37	0.5	5	1	-	9	5	0.3	1	-5	59	6
26	0.5	5	1	+	9	5	0.9	0	0	60	6
4	0.5	5	1	-	9	5	0.9	1	-4	61	6
2	0.5	5	1	-	9	5	0.75	1	-2	62	6
8	0.5	5	1	-	9	5	0.6	1	-8	63	6
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	64	6
48	0.5	5	1	-	9	5	0.3	0	0	1	7
30	0.5	5	1	+	9	5	0.3	0	0	2	7
17	0.5	5	1	+	9	5	0.3	1	-1	3	7
62	0.5	5	1	+	9	5	0.75	0	0	4	7
22	0.5	5	1	+	9	5	0.3	1	-6	5	7
38	0.5	5	1	-	9	5	0.75	1	-6	6	7
5	0.5	5	1	-	9	5	0.75	1	-5	7	7
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	8	7
50	0.5	5	1	+	9	5	0.9	1	-2	9	7
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	10	7
52	0.5	5	1	+	9	5	0.9	1	-4	11	7
51	0.5	5	1	+	9	5	0.75	1	-3	12	7
56	0.5	5	1	+	9	5	0.75	1	-8	13	7
19	0.5	5	1	+	9	5	0.6	1	-3	14	7
29	0.5	5	1	+	9	5	0.3	0	0	15	7
6	0.5	5	1	-	9	5	0.75	1	-6	16	7
32	0.5	5	1	+	9	5	0.6	0	0	17	7
31	0.5	5	1	+	9	5	0.6	0	0	18	7
42	0.5	5	1	-	9	5	0.9	0	0	19	7
63	0.5	5	1	+	9	5	0.75	0	0	20	7
58	0.5	5	1	+	9	5	0.9	0	0	21	7
7	0.5	5	1	-	9	5	0.9	1	-7	22	7
49	0.5	5	1	+	9	5	0.9	1	-1	23	7
59	0.5	5	1	+	9	5	0.75	0	0	24	7
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	25	7
45	0.5	5	1	-	9	5	0.75	0	0	26	7
