response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
v	44	1225.5978965170002	1225.818378806	1226.5692124820002	0	1226.8856792340002	1226.9664197289999	1226.9502104560001	[5]	0
n	45	1228.6970731840001	1228.7158153700002	1229.467565026	0	1229.750105519	1229.8488812179999	1229.6830812070002	[-5]	0
v	46	1231.579413287	1231.6743499049999	1232.424838896	0	1232.7258622119998	1232.814605685	1232.7984810950002	[-5]	1
n	47	1234.5450837980002	1234.5869933929998	1235.3380838550001	0	1235.630275469	1235.730384381	1235.7142230509999	[5]	1
v	48	1237.460809137	1237.595133712	1238.345912486	0	1238.6621447530001	1238.746110606	1238.7299386590003	[5]	0
n	1	1244.723111366	1245.0985173489998	1245.849225474	0	1246.0942244809999	1246.227139126	1245.8497080759998	[5]	1
[]	2	1247.95730633	1247.9866709060002	1248.7379691340002	0	0.0	1249.1105194719999	1248.843880861	[-5]	na
v	3	1250.840266006	1251.0269177750001	1251.7777872360002	0	1252.0383025239998	1252.158673556	1251.9929356050002	[5]	0
n	4	1253.88923274	1253.914719983	1254.6659046210002	0	1254.9747959229999	1255.0411081400002	1254.875417329	[-5]	0
v	5	1256.7716882690002	1256.8678990130002	1257.619470273	0	1257.918456729	1257.99021205	1257.925275175	[-5]	1
n	6	1259.72081583	1259.762871302	1260.5140100630001	0	1260.790512002	1260.905992214	1260.8899142670002	[-5]	0
n	7	1262.6366050249999	1262.739302211	1263.4905843750003	0	1263.734597492	1263.8884230140002	1263.8723076279998	[5]	1
v	8	1265.6191288989999	1265.707259842	1266.45842377	0	1266.7746647	1266.837523824	1266.5717927239998	[5]	0
v	9	1268.568508848	1268.652207609	1269.4033511080002	0	1269.7028767400002	1269.78664888	1269.5042378150001	[-5]	1
n	10	1271.516938962	1271.6679313690001	1272.4190166080002	0	1272.7190648	1272.8190301969998	1272.8028971489998	[-5]	0
v	11	1274.5498804919998	1274.6509241540002	1275.4016047700002	0	1275.6871786380002	1275.7848022070002	1275.7032216510001	[-5]	1
n	12	1277.515426471	1277.660246114	1278.4113892680002	0	1278.703132705	1278.783869294	1278.411878772	[5]	1
n	13	1280.5148538530002	1280.5484279810003	1281.299465441	0	1281.607080794	1281.699669349	1281.68350629	[5]	1
v	14	1283.430230548	1283.5394784310001	1284.2901276530001	0	1284.5910605590002	1284.665431668	1284.290638944	[-5]	1
v	15	1286.39598278	1286.4593746189998	1287.211267615	0	1287.511146458	1287.5978574239998	1287.211761698	[-5]	1
